ccd_code,ccd_name,ccd_synonyms,common_name_guess,ccd_type,release_status,source,error,canonical_code,identical_group_codes,is_identical_alias,alpha_code,beta_code,anomer_group_id,group_member_codes,listed_in_saccharides,anomer_availability,canonical_anomer,sugar_family,sugar_sort_key
TTV,beta-D-psicofuranose,beta-D-psicose; D-psicose; psicose,psicose; psicose; psicose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TTV,TTV,FALSE,TTV,,,TTV,TRUE,alpha_only,alpha,psicofuranose,psicofuranose
O1G,3-deoxy-3-[(E)-({3-hydroxy-2-methyl-5-[(phosphonooxy)methyl]pyridin-4-yl}methylidene)amino]-6-O-phosphono-alpha-D-gluco pyranose,3-deoxy-3-[(E)-({3-hydroxy-2-methyl-5-[(phosphonooxy)methyl]pyridin-4-yl}methylidene)amino]-6-O-phosphono-alpha-D-gluco se; 3-deoxy-3-[(E)-({3-hydroxy-2-methyl-5-[(phosphonooxy)methyl]pyridin-4-yl}methylidene)amino]-6-O-phosphono-D-glucose; 3-deoxy-3-[(E)-({3-hydroxy-2-methyl-5-[(phosphonooxy)methyl]pyridin-4-yl}methylidene)amino]-6-O-phosphono-glucose,glucose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,O1G,O1G,FALSE,O1G,,,O1G,TRUE,alpha_only,alpha,pyranose,3-deoxy-3-[(e)-({3-hydroxy-2-methyl-5-[(phosphonooxy)methyl]pyridin-4-yl}methylidene)amino]-6-o-phosphono-alpha-d-gluco pyranose
Z9W,2-acetamido-2-deoxy-beta-D-quinovopyranose,"2-acetamido-2,6-deoxy-beta-D-glucopyranose; 6-deoxy-N-acetyl-beta-D-glucosamine; N-acetyl-beta-D-quinosamine; 2-acetamido-2-deoxy-beta-D-quinovose; 2-acetamido-2-deoxy-D-quinovose; 2-acetamido-2-deoxy-quinovose; 2-(acetylamino)-2,6-dideoxy-beta-D-glucopyranose",glucosamine,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,Z9W,Z9W,FALSE,,Z9W,,Z9W,TRUE,beta_only,beta,quinovopyranose,2-acetamido-2-deoxy-beta-d-quinovopyranose
G6D,alpha-D-quinovopyranose,alpha-D-quinovose; 6-deoxy-alpha-D-glucopyranose; D-quinovose; quinovose; 6-DEOXY-ALPHA-D-GLUCOSE,glucose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,G6D,G6D,FALSE,G6D,YYK,anomer_group_25,"G6D, YYK",FALSE,both,alpha,quinovopyranose,quinovopyranose
YYK,beta-D-quinovopyranose,beta-D-quinovoose; 6-deoxy-beta-D-glucopyranose; beta-D-quinovose; D-quinovose; quinovose,glucose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,YYK,YYK,FALSE,G6D,YYK,anomer_group_25,"G6D, YYK",FALSE,both,beta,quinovopyranose,quinovopyranose
RAF,raffinose,,raffinose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,RAF,RAF,FALSE,RAF,,,RAF,TRUE,alpha_only,alpha,raffinose,raffinose
MRP,3-O-methyl-alpha-L-rhamnopyranose,3-O-METHYL-ALPHA-L-RHAMNOPYRANOSIDE; 6-deoxy-3-O-methyl-alpha-L-mannopyranose; 3-O-methyl-alpha-L-rhamnose; 3-O-methyl-L-rhamnose; 3-O-methyl-rhamnose,mannose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MRP,MRP,FALSE,MRP,,,MRP,TRUE,alpha_only,alpha,rhamnopyranose,3-o-methyl-alpha-l-rhamnopyranose
83Y,3-O-sulfo-alpha-L-rhamnopyranose,6-deoxy-3-O-sulfo-alpha-L-mannopyranose; L-rhamnose-3-sulphate; 3-O-sulfo-alpha-L-rhamnose; 3-O-sulfo-L-rhamnose; 3-O-sulfo-rhamnose,mannose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,83Y,83Y,FALSE,83Y,,,83Y,TRUE,alpha_only,alpha,rhamnopyranose,3-o-sulfo-alpha-l-rhamnopyranose
RHA,6-deoxy-1-O-phosphono-alpha-L-rhamnopyranose,6-DEOXY-MANNOSE-1'-PHOSPHATE; 6-deoxy-1-O-phosphono-alpha-L-mannopyranose; 6-deoxy-1-O-phosphono-alpha-L-rhamnose; 6-deoxy-1-O-phosphono-L-rhamnose; 6-deoxy-1-O-phosphono-rhamnose,mannose,L-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,RHA,RHA,FALSE,,RHA,,RHA,TRUE,beta_only,beta,rhamnopyranose,6-deoxy-1-o-phosphono-alpha-l-rhamnopyranose
RAM,alpha-L-rhamnopyranose,alpha-L-rhamnose; 6-deoxy-alpha-L-mannopyranose; L-rhamnose; rhamnose,mannose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,RAM,RAM,FALSE,RAM,RM4,anomer_group_38,"RAM, RM4",FALSE,both,alpha,rhamnopyranose,rhamnopyranose
RM4,beta-L-rhamnopyranose,beta-L-rhamnose; 6-deoxy-beta-L-mannopyranose; L-rhamnose; rhamnose,mannose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,RM4,RM4,FALSE,RAM,RM4,anomer_group_38,"RAM, RM4",FALSE,both,beta,rhamnopyranose,rhamnopyranose
XXR,alpha-D-rhamnopyranose,alpha-D-rhamnose; 6-deoxy-alpha-D-mannopyranose; D-rhamnose; rhamnose,mannose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,XXR,XXR,FALSE,XXR,,,XXR,TRUE,alpha_only,alpha,rhamnopyranose,rhamnopyranose
RAO,methyl 6-deoxy-alpha-L-rhamnopyranoside,1-O-METHYL-ALPHA-RHAMNOSE; methyl 6-deoxy-alpha-L-mannopyranoside; methyl 6-deoxy-alpha-L-rhamnoside; methyl 6-deoxy-L-rhamnoside; methyl 6-deoxy-rhamnoside,methyl rhamnopyranoside,L-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,RAO,RAO,FALSE,RAO,,,RAO,TRUE,alpha_only,alpha,rhamnopyranoside,methyl 6-deoxy-alpha-l-rhamnopyranoside
RI2,"1,5-di-O-phosphono-alpha-D-ribofuranose","1,5-di-O-phosphono-alpha-D-ribose; 1,5-di-O-phosphono-D-ribose; 1,5-di-O-phosphono-ribose",ribose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,RI2,RI2,FALSE,,RI2,,RI2,TRUE,beta_only,beta,ribofuranose,"1,5-di-o-phosphono-alpha-d-ribofuranose"
PPC,1-O-[(R)-hydroxy(phosphonomethyl)phosphoryl]-5-O-phosphono-alpha-D-ribofuranose,5-PHOSPHORIBOSYL-1-(BETA-METHYLENE) PYROPHOSPHATE; 1-O-[(R)-hydroxy(phosphonomethyl)phosphoryl]-5-O-phosphono-alpha-D-ribose; 1-O-[(R)-hydroxy(phosphonomethyl)phosphoryl]-5-O-phosphono-D-ribose; 1-O-[(R)-hydroxy(phosphonomethyl)phosphoryl]-5-O-phosphono-ribose,ribose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,PPC,PPC,FALSE,PPC,,,PPC,TRUE,alpha_only,alpha,ribofuranose,1-o-[(r)-hydroxy(phosphonomethyl)phosphoryl]-5-o-phosphono-alpha-d-ribofuranose
R1P,1-O-phosphono-alpha-D-ribofuranose,RIBOSE-1-PHOSPHATE; 1-O-phosphono-alpha-D-ribose; 1-O-phosphono-D-ribose; 1-O-phosphono-ribose,ribose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,R1P,R1P,FALSE,,R1P,,R1P,TRUE,beta_only,beta,ribofuranose,1-o-phosphono-alpha-d-ribofuranose
PRP,1-O-pyrophosphono-5-O-phosphono-alpha-D-ribofuranose,ALPHA-PHOSPHORIBOSYLPYROPHOSPHORIC ACID; 1-O-pyrophosphono-5-O-phosphono-alpha-D-ribose; 1-O-pyrophosphono-5-O-phosphono-D-ribose; 1-O-pyrophosphono-5-O-phosphono-ribose,ribose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,PRP,PRP,FALSE,PRP,,,PRP,TRUE,alpha_only,alpha,ribofuranose,1-o-pyrophosphono-5-o-phosphono-alpha-d-ribofuranose
1X4,"2,3-dideoxy-5-O-phosphono-alpha-D-ribofuranose","2,3-dideoxyribose-5-phosphate; 2,3-dideoxy-5-O-phosphono-alpha-D-ribose; 2,3-dideoxy-5-O-phosphono-D-ribose; 2,3-dideoxy-5-O-phosphono-ribose",deoxyribose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,1X4,1X4,FALSE,,1X4,,1X4,TRUE,beta_only,beta,ribofuranose,"2,3-dideoxy-5-o-phosphono-alpha-d-ribofuranose"
50A,2-deoxy-2-fluoro-5-O-phosphono-alpha-D-ribofuranose,"Inhibitor CZ-50b arabinosyl-2-fluoro-2-deoxynicotinamide mononucleotide, bound form; 2-deoxy-2-fluoro-5-O-phosphono-alpha-D-ribose; 2-deoxy-2-fluoro-5-O-phosphono-D-ribose; 2-deoxy-2-fluoro-5-O-phosphono-ribose",ribose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,50A,50A,FALSE,,50A,,50A,TRUE,beta_only,beta,ribofuranose,2-deoxy-2-fluoro-5-o-phosphono-alpha-d-ribofuranose
51N,5-O-[(R)-hydroxy(phosphonooxy)phosphoryl]-1-O-phosphono-alpha-D-ribofuranose,1'-ALPHA-PHOSPHORIBOSYL-5'-PYROPHOSPHORIC ACID; 5-O-[(R)-hydroxy(phosphonooxy)phosphoryl]-1-O-phosphono-alpha-D-ribose; 5-O-[(R)-hydroxy(phosphonooxy)phosphoryl]-1-O-phosphono-D-ribose; 5-O-[(R)-hydroxy(phosphonooxy)phosphoryl]-1-O-phosphono-ribose,ribose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,51N,51N,FALSE,,51N,,51N,TRUE,beta_only,beta,ribofuranose,5-o-[(r)-hydroxy(phosphonooxy)phosphoryl]-1-o-phosphono-alpha-d-ribofuranose
JS2,"5-O-[(R)-{[(S)-[4-(8-amino-6-oxo-1,6-dihydro-9H-purin-9-yl)butoxy](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]-alpha-D- ribofuranose","5-O-[(R)-{[(S)-[4-(8-amino-6-oxo-1,6-dihydro-9H-purin-9-yl)butoxy](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]-alpha-D- ribose; 5-O-[(R)-{[(S)-[4-(8-amino-6-oxo-1,6-dihydro-9H-purin-9-yl)butoxy](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]-D-ribose; 5-O-[(R)-{[(S)-[4-(8-amino-6-oxo-1,6-dihydro-9H-purin-9-yl)butoxy](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]-ribose",ribose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,JS2,JS2,FALSE,JS2,,,JS2,TRUE,alpha_only,alpha,ribofuranose,"5-o-[(r)-{[(s)-[4-(8-amino-6-oxo-1,6-dihydro-9h-purin-9-yl)butoxy](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]-alpha-d- ribofuranose"
RP5,5-O-phosphono-beta-D-ribofuranose,"[(2R,3S,4S,5R)-3,4,5-TRIHYDROXYTETRAHYDROFURAN-2-YL]METHYL DIHYDROGEN PHOSPHATE; 5-O-phosphono-beta-D-ribose; 5-O-phosphono-D-ribose; 5-O-phosphono-ribose",ribose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,RP5,RP5,FALSE,,RP5,,RP5,TRUE,beta_only,beta,ribofuranose,5-o-phosphono-beta-d-ribofuranose
SR1,5-S-methyl-5-thio-alpha-D-ribofuranose,5-S-methyl-5-thio-alpha-D-ribose; 5-S-methyl-5-thio-D-ribose; 5-S-methyl-5-thio-ribose,ribose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SR1,SR1,FALSE,,SR1,,SR1,TRUE,beta_only,beta,ribofuranose,5-s-methyl-5-thio-alpha-d-ribofuranose
8GA,5-Se-methyl-5-seleno-alpha-D-ribofuranose,5-Se-methyl-5-seleno-alpha-D-ribose; 5-Se-methyl-5-seleno-D-ribose; 5-Se-methyl-5-seleno-ribose,ribose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,8GA,8GA,FALSE,,8GA,,8GA,TRUE,beta_only,beta,ribofuranose,5-se-methyl-5-seleno-alpha-d-ribofuranose
8GG,5-Se-methyl-5-seleno-beta-D-ribofuranose,5-Se-methyl-5-seleno-beta-D-ribose; 5-Se-methyl-5-seleno-D-ribose; 5-Se-methyl-5-seleno-ribose,ribose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,8GG,8GG,FALSE,,8GG,,8GG,TRUE,beta_only,beta,ribofuranose,5-se-methyl-5-seleno-beta-d-ribofuranose
32O,beta-L-ribofuranose,beta-L-ribose; L-ribose; ribose,ribose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,32O,32O,FALSE,,32O,,32O,TRUE,beta_only,beta,ribofuranose,ribofuranose
BDR,beta-D-ribofuranose,beta-D-ribose; D-ribose; ribose; BETA-D-RIBOFURANOSYL,ribose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,BDR,BDR,FALSE,,BDR,,BDR,TRUE,beta_only,beta,ribofuranose,ribofuranose
RIB,alpha-D-ribofuranose,alpha-D-ribose; D-ribose; ribose,ribose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,RIB,RIB,FALSE,,RIB,,RIB,TRUE,beta_only,beta,ribofuranose,ribofuranose
Z6J,alpha-L-ribofuranose,alpha-L-ribose; L-ribose; ribose,ribose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,Z6J,Z6J,FALSE,,Z6J,,Z6J,TRUE,beta_only,beta,ribofuranose,ribofuranose
Z4V,4-thio-beta-L-ribopyranose,,ribose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,Z4V,Z4V,FALSE,,Z4V,,Z4V,TRUE,beta_only,beta,ribopyranose,4-thio-beta-l-ribopyranose
0MK,beta-L-ribopyranose,beta-L-ribose; L-ribose; ribose; L-ribopyranose,ribose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,0MK,0MK,FALSE,,0MK,,0MK,TRUE,beta_only,beta,ribopyranose,ribopyranose
RIP,beta-D-ribopyranose,beta-D-ribose; D-ribose; ribose; RIBOSE(PYRANOSE FORM),ribose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,RIP,RIP,FALSE,,RIP,,RIP,TRUE,beta_only,beta,ribopyranose,ribopyranose
YYM,alpha-D-ribopyranose,alpha-D-ribose; D-ribose; ribose,ribose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,YYM,YYM,FALSE,,YYM,,YYM,TRUE,beta_only,beta,ribopyranose,ribopyranose
SCG,Secologanin,"METHYL (2S,3R,4S)-2-(BETA-D-GLUCOPYRANOSYLOXY)-4-(2-OXOETHYL)-3-VINYL-3,4-DIHYDRO-2H-PYRAN-5-CARBOXYLATE",secologanin,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SCG,SCG,FALSE,SCG,,,SCG,TRUE,alpha_only,alpha,secologanin,secologanin
SOR,sorbitol,D-sorbitol; D-glucitol,sorbitol; glucitol,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GLO,"GLO, SOR",TRUE,,,,GLO,FALSE,unknown,,sorbitol,sorbitol
SOE,alpha-L-sorbopyranose,alpha-L-sorbose; L-sorbose; sorbose; L-sorbose in pyranose form,sorbose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SOE,SOE,FALSE,SOE,,,SOE,TRUE,alpha_only,alpha,sorbopyranose,sorbopyranose
STZ,Streptozotocin,2-deoxy-2-{[methyl(nitroso)carbamoyl]amino}-beta-D-glucopyranose,glucose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,STZ,STZ,FALSE,,STZ,,STZ,TRUE,beta_only,beta,streptozotocin,streptozotocin
SUC,SUCROSE,,sucrose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SUC,SUC,FALSE,SUC,,,SUC,TRUE,alpha_only,alpha,sucrose,sucrose
SCR,SUCROSE OCTASULFATE,,sucrose octasulfate,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SCR,SCR,FALSE,SCR,,,SCR,TRUE,alpha_only,alpha,sucrose,sucrose octasulfate
SUP,SUCROSE-6-PHOSHPATE,,sucrose phoshpate,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SUP,SUP,FALSE,SUP,,,SUP,TRUE,alpha_only,alpha,sucrose,sucrose-6-phoshpate
NSQ,4-nitrophenyl alpha-D-6-sulfoquinovoside,4-NITROPHENYL-ALPHA-D-SULFOQUINOVOSIDE,nitrophenyl sulfoquinovoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,NSQ,NSQ,FALSE,NSQ,,,NSQ,TRUE,alpha_only,alpha,sulfoquinovoside,4-nitrophenyl alpha-d-6-sulfoquinovoside
TA6,6-O-phosphono-beta-D-tagatofuranose,6-O-phosphono-beta-D-tagatose; 6-O-phosphono-D-tagatose; 6-O-phosphono-tagatose,o phosphono tagatofuranose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TA6,TA6,FALSE,TA6,,,TA6,TRUE,alpha_only,alpha,tagatofuranose,6-o-phosphono-beta-d-tagatofuranose
TGY,1-deoxy-alpha-D-tagatopyranose,1-deoxy-alpha-D-tagatose; 1-deoxy-D-tagatose; 1-deoxy-tagatose,tagatose; tagatose; tagatose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TGY,TGY,FALSE,TGY,,,TGY,TRUE,alpha_only,alpha,tagatopyranose,1-deoxy-alpha-d-tagatopyranose
TGK,1-deoxy-beta-L-tagatopyranose,1-deoxy-beta-L-tagatose; 1-deoxy-L-tagatose; 1-deoxy-tagatose,tagatose; tagatose; tagatose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TGK,TGK,FALSE,,TGK,,TGK,TRUE,beta_only,beta,tagatopyranose,1-deoxy-beta-l-tagatopyranose
T6T,alpha-D-tagatopyranose,alpha-D-tagatose; D-tagatose; tagatose,tagatose; tagatose; tagatose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,T6T,T6T,FALSE,T6T,,,T6T,TRUE,alpha_only,alpha,tagatopyranose,tagatopyranose
A5C,alpha-L-talofuranose,"alpha-L-talose; L-talose; talose; (2R,3R,4S,5R)-5-[(1S)-1,2-DIHYDROXYETHYL]OXOLANE-2,3,4-TRIOL",talose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,A5C,A5C,FALSE,,A5C,,A5C,TRUE,beta_only,beta,talofuranose,talofuranose
TWJ,1-thio-beta-D-talopyranose,,talose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TWJ,"TWJ, YIO",FALSE,,,,TWJ,FALSE,unknown,,talopyranose,1-thio-beta-d-talopyranose
SDY,beta-D-talopyranose,beta-D-talose; D-talose; talose; beta-D-talopyranosose,talose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SDY,SDY,FALSE,,SDY,,SDY,TRUE,beta_only,beta,talopyranose,talopyranose
ZEE,beta-L-talopyranose,beta-L-talose; L-talose; talose; L-talopyranose,talose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,ZEE,ZEE,FALSE,,ZEE,,ZEE,TRUE,beta_only,beta,talopyranose,talopyranose
MQT,methyl 2-O-acetyl-3-O-(4-methylbenzoyl)-beta-D-talopyranoside,methyl 6-deoxy-1-seleno-beta-L-galactopyranoside; methyl 2-O-acetyl-3-O-(4-methylbenzoyl)-beta-D-taloside; methyl 2-O-acetyl-3-O-(4-methylbenzoyl)-D-taloside; methyl 2-O-acetyl-3-O-(4-methylbenzoyl)-taloside,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MQT,MQT,FALSE,,MQT,,MQT,TRUE,beta_only,beta,talopyranoside,methyl 2-o-acetyl-3-o-(4-methylbenzoyl)-beta-d-talopyranoside
HSJ,octyl beta-L-talopyranoside,octyl beta-L-taloside; octyl L-taloside; octyl taloside,octyl talopyranoside,L-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,HSJ,HSJ,FALSE,,HSJ,,HSJ,TRUE,beta_only,beta,talopyranoside,octyl beta-l-talopyranoside
X0X,beta-D-talopyranuronic acid,beta-D-taluronic acid; D-taluronic acid; taluronic acid,talopyranuronic acid,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,X0X,X0X,FALSE,X1X,X0X,anomer_group_41,"X0X, X1X",FALSE,both,beta,talopyranuronic acid,talopyranuronic acid
X1X,alpha-D-talopyranuronic acid,alpha-D-taluronic acid; D-taluronic acid; taluronic acid; alpha-D-taluronate,talopyranuronic acid,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,X1X,X1X,FALSE,X1X,X0X,anomer_group_41,"X0X, X1X",FALSE,both,alpha,talopyranuronic acid,talopyranuronic acid
TRE,TREHALOSE,ALPHA-D-GLUCOPYRANOSYL-ALPHA-D-GLUCOPYRANOSIDE,glucopyranosyl glucopyranoside,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TRE,TRE,FALSE,TRE,,,TRE,TRUE,alpha_only,alpha,trehalose,trehalose
T6P,Trehalose-6-phosphate,6-O-phosphono-alpha-D-glucopyranosyl alpha-D-glucopyranoside,trehalose phosphate,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,T6P,T6P,FALSE,T6P,,,T6P,TRUE,alpha_only,alpha,trehalose,trehalose-6-phosphate
TYV,alpha-D-Tyvelopyranose,"alpha-D-Tyvelose; 3,6-dideoxy-alpha-D-arabino-hexopyranose; 3,6-dideoxy-alpha-D-mannopyranose; 3,6-dideoxy-alpha-D-altropyranose; 3-deoxy-alpha-D-rhamnopyranose; D-Tyvelose; Tyvelose",mannose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TYV,TYV,FALSE,TYV,,,TYV,TRUE,alpha_only,alpha,tyvelopyranose,tyvelopyranose
JVS,1-deoxy-1-fluoro-2-O-phosphono-alpha-D-gluco-hept-2-ulopyranose,1-deoxy-1-fluoro-2-O-phosphono-alpha-D-gluco-hept-2-ulose; 1-deoxy-1-fluoro-2-O-phosphono-D-gluco-hept-2-ulose; 1-deoxy-1-fluoro-2-O-phosphono-gluco-hept-2-ulose,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,JVS,JVS,FALSE,JVS,,,JVS,TRUE,alpha_only,alpha,ulopyranose,1-deoxy-1-fluoro-2-o-phosphono-alpha-d-gluco-hept-2-ulopyranose
H2P,1-deoxy-2-O-phosphono-alpha-D-gluco-hept-2-ulopyranose,HEPTULOSE-2-PHOSPHATE; 1-deoxy-2-O-phosphono-alpha-D-gluco-hept-2-ulose; 1-deoxy-2-O-phosphono-D-gluco-hept-2-ulose; 1-deoxy-2-O-phosphono-gluco-hept-2-ulose,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,H2P,H2P,FALSE,H2P,,,H2P,TRUE,alpha_only,alpha,ulopyranose,1-deoxy-2-o-phosphono-alpha-d-gluco-hept-2-ulopyranose
QIF,1-deoxy-7-O-phosphono-alpha-D-gluco-hept-2-ulopyranose,1-deoxy-7-O-phosphono-alpha-D-gluco-hept-2-ulose; 1-deoxy-7-O-phosphono-D-gluco-hept-2-ulose; 1-deoxy-7-O-phosphono-gluco-hept-2-ulose,,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,QIF,QIF,FALSE,QIF,,,QIF,TRUE,alpha_only,alpha,ulopyranose,1-deoxy-7-o-phosphono-alpha-d-gluco-hept-2-ulopyranose
KDR,prop-2-en-1-yl 3-deoxy-alpha-D-manno-octos-2-ulopyranoside,prop-2-en-1-yl 3-deoxy-alpha-D-manno-octos-2-uloside; prop-2-en-1-yl 3-deoxy-D-manno-octos-2-uloside; prop-2-en-1-yl 3-deoxy-manno-octos-2-uloside,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,KDR,KDR,FALSE,KDR,,,KDR,TRUE,alpha_only,alpha,ulopyranoside,prop-2-en-1-yl 3-deoxy-alpha-d-manno-octos-2-ulopyranoside
KME,(1E)-prop-1-en-1-yl 3-deoxy-7-O-methyl-alpha-D-manno-oct-2-ulopyranosidonic acid,(1E)-prop-1-en-1-yl 3-deoxy-7-O-methyl-alpha-D-manno-oct-2-ulosidonic acid; (1E)-prop-1-en-1-yl 3-deoxy-7-O-methyl-D-manno-oct-2-ulosidonic acid; (1E)-prop-1-en-1-yl 3-deoxy-7-O-methyl-manno-oct-2-ulosidonic acid,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,KME,KME,FALSE,KME,,,KME,TRUE,alpha_only,alpha,ulopyranosidonic acid,(1e)-prop-1-en-1-yl 3-deoxy-7-o-methyl-alpha-d-manno-oct-2-ulopyranosidonic acid
PH5,"benzyl 3,5-dideoxy-5-(propanoylamino)-D-glycero-alpha-D-galacto-non-2-ulopyranosidonic acid","2-PHENYL-PROP5AC; benzyl 3,5-dideoxy-5-(propanoylamino)-D-glycero-alpha-D-galacto-non-2-ulosidonic acid; benzyl 3,5-dideoxy-5-(propanoylamino)-D-glycero-D-galacto-non-2-ulosidonic acid; benzyl 3,5-dideoxy-5-(propanoylamino)-D-glycero-galacto-non-2-ulosidonic acid",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,PH5,PH5,FALSE,,PH5,,PH5,TRUE,beta_only,beta,ulopyranosidonic acid,"benzyl 3,5-dideoxy-5-(propanoylamino)-d-glycero-alpha-d-galacto-non-2-ulopyranosidonic acid"
